platform,course name,instructor,subject,image,description,link,rating
udemy,Android App Development with Android Studio and Android apps,Mehmet ÖNGEL,android,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ1JK-YY-1EoB7FaqBtv3FHY9anaWuHGgLFA&usqp=CAU,"Welcome to the ""Android App Development with Android Studio and Android apps"" course.Android App Development & Android Studio, build 12 different Android apps, learn android, android development in detail",https://www.udemy.com/course/android-mobile-app-development-for-everyone/,4.9
udemy,Kotlin Coroutines and Flow for Android Development [2023],Lukas Lechner,android,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ1JK-YY-1EoB7FaqBtv3FHY9anaWuHGgLFA&usqp=CAU,"Google recommends Kotlin Coroutines and Flow as the preferred solution for asynchronous programming on Android. Sooner or later, probably every  Android developer will get in touch with these topics.",https://www.udemy.com/course/coroutines-on-android/,4.8
coursera,Meta Android Developer Professional Certificate,Meta Staff,android,https://tse4.mm.bing.net/th?id=OIP.m_9lBNPI7o1Go0k0h8SeSgHaEo&pid=Api&P=0,Get started in the in-demand field of mobile app development with a Professional Certificate from Meta. Learn the foundations of Android app development and gain hands-on experience with programming and tools through developing a native Android mobile app for your portfolio.,https://www.coursera.org/professional-certificates/meta-android-developer#instructors,4.7
coursera,Kotlin for Java Developers,Svetlana Isakova,android,https://tse4.mm.bing.net/th?id=OIP.m_9lBNPI7o1Go0k0h8SeSgHaEo&pid=Api&P=0,"The Kotlin programming language is a modern language that gives you more power for your everyday tasks. Kotlin is concise, safe, pragmatic, and focused on interoperability with Java code. It can be used almost everywhere Java is used today: for server-side development, Android apps, and much more. Kotlin is 100% compatible with all existing Java frameworks, and has good tooling support. ",https://www.coursera.org/learn/kotlin-for-java-developers,4.7
coursera,Introduction to Android Mobile Application Development,Meta Staff,android,https://tse4.mm.bing.net/th?id=OIP.m_9lBNPI7o1Go0k0h8SeSgHaEo&pid=Api&P=0,This course is an ideal stepping stone if you want to become a mobile developer. We’ll introduce you to this career path and give you a high-level overview of programming and the tools needed to develop Android applications. ,https://www.coursera.org/learn/introduction-to-android-mobile-application-development,4.7
udemy,The Complete Android 13 App Development Bootcamp 2023,Vin Norman,android,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ1JK-YY-1EoB7FaqBtv3FHY9anaWuHGgLFA&usqp=CAU,"Android App Development in Java AND Kotlin. From a complete beginner, learn to make real apps, build your portfolio in a modern course with latest best practice! Android 13 ready!",https://www.udemy.com/course/the-complete-android-developer-bootcamp/,4.7
udemy,The complete Java Android App development Bootcamp,Maid Rondić,android,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ1JK-YY-1EoB7FaqBtv3FHY9anaWuHGgLFA&usqp=CAU,"So here we are, you are on landing page of the course that teaches Android development. You are trying to become an Android developer? Have you ever wondered how Android apps are built? Do you want to create Android app for yourself, for your business or maybe you want to make money by selling your applications or uploading them to google play store?",https://www.udemy.com/course/learn-android-app-development-from-scratch-with-java/,4.7
coursera,Programming Mobile Applications for Android Handheld Systems: Part 1,Dr. Adam Porter,android,https://tse4.mm.bing.net/th?id=OIP.m_9lBNPI7o1Go0k0h8SeSgHaEo&pid=Api&P=0,"This course introduces you to the design and implementation of Android applications for mobile devices. You will develop an app from scratch, assuming a basic knowledge of Java, and learn how to set up Android Studio, work with various Activities and create simple user interfaces to make your apps run smoothly.",https://www.coursera.org/learn/android-programming,4.6
great learning,Python For Android,Shambhavi Gupta,android,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlC8dIrfZYmhuyMhyGBLJTleW0OMXEQQ07xGfWCPwcJLlqnu9nuknwmXzxCxLAe57jGOc&usqp=CAU,"Learn python for android from basics in this free online training. Python for android course is taught hands-on by experts. Learn introduction to kivy library, calculator app implementation & lot more in details with example.",https://www.mygreatlearning.com/academy/learn-for-free/courses/python-for-android,4.6
coursera,Android App Development Specialization,Dr. Jerry Roth,android,https://tse4.mm.bing.net/th?id=OIP.m_9lBNPI7o1Go0k0h8SeSgHaEo&pid=Api&P=0,"This Specialization enables learners to successfully apply core Java programming languages features & software patterns needed to develop maintainable mobile apps comprised of core Android components, as well as fundamental Java I/O & persistence mechanisms. ",https://www.coursera.org/specializations/android-app-development,4.5
udemy,The Complete Android 13 Developer Course - Build 52 Apps,Abbass Masri,android,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ1JK-YY-1EoB7FaqBtv3FHY9anaWuHGgLFA&usqp=CAU,"My name’s Abbass Masri, creator of the world’s best-selling Android Teaching app called: ""Master Android App"" … and I’ve designed The Complete Android 12 Developer Course, especially for YOU.",https://www.udemy.com/course/the-complete-android-10-developer-course-mastering-android/,4.5
simplilearn ,Mobile App Development - Android App Development for Beginners,Simplilearn Instructors,android,https://tse1.mm.bing.net/th?id=OIP.qO1AITDsDX9qDq9p7piuGwHaDf&pid=Api&P=0,This Mobile App Development course is the course for someone who wants to learn Mobile App development from scratch. In this Mobile App Development Course you will learn fundamentals of mobile app development through android apps and tools used for creating them. You have an added benefit to learn how to create a calculator app from scratch by the end of this Mobile App Development course.,https://www.simplilearn.com/free-app-development-course-skillup?tag=android,4.5
simplilearn ,Introduction to Flutter Course,Simplilearn Instructors,android,https://tse1.mm.bing.net/th?id=OIP.qO1AITDsDX9qDq9p7piuGwHaDf&pid=Api&P=1,"Flutter is one of the most popular mobile app development frameworks. It is a must-have skill in every developer’s toolkit.  you will be able to design Android and iOS apps with a native-like appearance using Flutter and tackle programming assignments. These include flutter developer, mobile app developer (Android/iOS), full-stack developer, front-end developer, and UI/UX Designer. This free flutter course is ideal for app developers, software developers, full-stack web developers, and coding enthusiasts.",https://www.simplilearn.com/free-flutter-foundation-course-skillup?tag=android,4.5
great learning,Android Studio Tutorial,Mr. Faizan Parvez,android,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlC8dIrfZYmhuyMhyGBLJTleW0OMXEQQ07xGfWCPwcJLlqnu9nuknwmXzxCxLAe57jGOc&usqp=CAU,"Join this free course to get introduced to Android Studio, its structure, and various features and learn why this integrated development environment is an important tool for Android development across various platforms.",https://www.mygreatlearning.com/academy/learn-for-free/courses/android-studio-tutorial,4.4
great learning,Become a Web Developer,great learning academy,android,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlC8dIrfZYmhuyMhyGBLJTleW0OMXEQQ07xGfWCPwcJLlqnu9nuknwmXzxCxLAe57jGOc&usqp=CAU,"This course will help you answer different questions you may encounter, such as web development architecture, the tech stack needed to be known about, the front-end and back-end languages and their frameworks, and much more. ",https://www.mygreatlearning.com/academy/learn-for-free/courses/become-a-web-developer,4.4
simplilearn ,Introduction to Android Studio Course,Simplilearn Instructors,android,https://tse1.mm.bing.net/th?id=OIP.qO1AITDsDX9qDq9p7piuGwHaDf&pid=Api&P=2,"Create Amazing Android Apps with Android App Development Tutorial There is a constant demand for Android app developers, and this Android Studio course is a great way to get your career started in that direction. Here are some things you will learn in this course: Web Applications, Wallpaper Applications This course is ideal for you if you are:  App Developers, Software Developers, FullStack Web Developers, Coding Enthusiasts.This course is designed to pave the way for advanced app development as it offers a working knowledge of Android Studios and how to manage it. This course is an excellent option as Android Studio is an app development platform that tech giants like Google, CRED, Accenture and Alibaba Travels trust. Getting started with Android Studio is easy if you understand the Android app development process and OOPS concepts. ",https://www.simplilearn.com/free-android-app-development-course-skillup?tag=android,4.4
great learning,Android Application Development ,Mr. Faizan Parvez,android,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlC8dIrfZYmhuyMhyGBLJTleW0OMXEQQ07xGfWCPwcJLlqnu9nuknwmXzxCxLAe57jGOc&usqp=CAU,Learn to build interactive Android Apps using Android Studio without much effort and hassle. Kickstart your journey in Android Application Development with our free Android course for beginners.,https://www.mygreatlearning.com/academy/learn-for-free/courses/android-application-development,4.3
great learning,Android App with Python,Mr. Bharani Akella,android,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlC8dIrfZYmhuyMhyGBLJTleW0OMXEQQ07xGfWCPwcJLlqnu9nuknwmXzxCxLAe57jGOc&usqp=CAU,"Learn about android app with python from basics in this free online training. Android app with python course is taught hands-on by experts. Learn about python, pycharm, & anaconda installation and variables in python in details.",https://www.mygreatlearning.com/academy/learn-for-free/courses/android-app-with-python,4.3
udemy,Introduction to the Latest Artificial Intelligence Tools,Bryan Guerra,artificial intelligence,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsScVQu_kmQeWeae4TOERYEH-wSVjypJm9JQ&usqp=CAU,In this course we’re specifically going to cover how these tools can revolutionize EVERYTHING around you if you know how to use them...and how to Get More Done….with Less Effort….in Less Time using them!,https://www.udemy.com/course/introduction-to-the-latest-artificial-intelligence-tools/,4.9
coursera,AI For Everyone,Andrew Ng,artificial intelligence,https://tse4.mm.bing.net/th?id=OIP.8uW8DqJAoTiVCHm_wNGwwwHaFB&pid=Api&P=0,"AI is not only for engineers. If you want your organization to become better at using AI, this is the course to tell everyone--especially your non-technical colleagues--to take. ",https://www.coursera.org/learn/ai-for-everyone,4.8
udemy,Artificial Intelligence: Reinforcement Learning in Python,Lazy Programmer Team,artificial intelligence,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsScVQu_kmQeWeae4TOERYEH-wSVjypJm9JQ&usqp=CAU,"When people talk about artificial intelligence, they usually don’t mean supervised and unsupervised machine learning.These tasks are pretty trivial compared to what we think of AIs doing - playing chess and Go, driving cars, and beating video games at a superhuman level.",https://www.udemy.com/course/artificial-intelligence-reinforcement-learning-in-python/,4.8
coursera,AI Foundations for Everyone Specialization,Rav Ahuja,artificial intelligence,https://tse4.mm.bing.net/th?id=OIP.8uW8DqJAoTiVCHm_wNGwwwHaFB&pid=Api&P=0,"This specialization is designed for those with little or no background in AI, whether you have technology background or not, and does not require any programming skills.",https://www.coursera.org/specializations/ai-foundations-for-everyone,4.7
coursera,Introduction to Artificial Intelligence (AI),Rav Ahuja,artificial intelligence,https://tse4.mm.bing.net/th?id=OIP.8uW8DqJAoTiVCHm_wNGwwwHaFB&pid=Api&P=0,"In this course you will learn what Artificial Intelligence (AI) is, explore use cases and applications of AI, understand AI concepts and terms like machine learning, deep learning and neural networks. ",https://www.coursera.org/learn/introduction-to-ai,4.7
coursera,IBM Applied AI Professional Certificate,Rav Ahuja,artificial intelligence,https://tse4.mm.bing.net/th?id=OIP.8uW8DqJAoTiVCHm_wNGwwwHaFB&pid=Api&P=0,"This program will give you a firm understanding of AI technology, its applications, and its use cases. You will become familiar with concepts and tools like machine learning, data science, natural language processing, image classification",https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,4.6
great learning,Artificial Intelligence with Python,Prof. Mukesh Rao,artificial intelligence,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS23I6L7BTLUzNh7juIxSqe3ZqjtFPJqJSr6EGHrYob72kG8m4n9-ntL8_7ev4dvR8El_U&usqp=CAU,"Learn Artificial Intelligence with Python from basics in this free online training. This free AI with Python course is taught hands-on by experts. Learn about neural networks, Perceptron, Loss Function. Best for Beginners.",https://www.mygreatlearning.com/academy/learn-for-free/courses/artificial-intelligence-with-python,4.6
great learning,Preview of Artificial Intelligence for Leaders,great learning academy,artificial intelligence,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS23I6L7BTLUzNh7juIxSqe3ZqjtFPJqJSr6EGHrYob72kG8m4n9-ntL8_7ev4dvR8El_U&usqp=CAU, you will get a glimpse of the actual content from the program and experience what it is like to be taught by the respective faculties.,https://www.mygreatlearning.com/academy/learn-for-free/courses/pg-program-demo-in-artificial-intelligence-for-leaders,4.6
great learning,Neural Network in R,great learning academy,artificial intelligence,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS23I6L7BTLUzNh7juIxSqe3ZqjtFPJqJSr6EGHrYob72kG8m4n9-ntL8_7ev4dvR8El_U&usqp=CAU,"The R programming language is data analysts, data miners, and statisticians’ best choice because of its computational power. It carries out data analysis and performs statistical software development.",https://www.mygreatlearning.com/academy/learn-for-free/courses/neural-network-in-r,4.6
coursera,IBM AI Engineering Professional Certificate,Saeed Aghabozorgi,artificial intelligence,https://tse4.mm.bing.net/th?id=OIP.8uW8DqJAoTiVCHm_wNGwwwHaFB&pid=Api&P=0,"You’ll master fundamental concepts of machine learning and deep learning, including supervised and unsupervised learning, using programming languages like Python.",https://www.coursera.org/professional-certificates/ai-engineer,4.5
udemy,Master Artificial Intelligence 2022 : Build 6 AI Projects,Data Is Good Academy,artificial intelligence,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsScVQu_kmQeWeae4TOERYEH-wSVjypJm9JQ&usqp=CAU,"The purpose of this course is to provide you with knowledge of key aspects of modern AI without any intimidating mathematics and in a practical, easy, and fun way. The course provides students with practical hands-on experience using real-world datasets.",https://www.udemy.com/course/artificial-intelligence-in-python-/,4.5
simplilearn ,Introduction to Artificial Intelligence,Simplilearn Instructors,artificial intelligence,https://tse3.mm.bing.net/th?id=OIP.kOK3axIocTBwVz9j29gUmAHaEo&pid=Api&P=0,"This artificial intelligence basics program is designed to offer an overview of AI concepts & workflows, along with the fundamentals of machine learning and deep learning. Learn AI along by working on specific use cases & learn the difference between supervised, unsupervised, & reinforcement learning. This free course on AI is an ideal kickstart for anyone looking to become an AI engineer.",https://www.simplilearn.com/learn-ai-basics-skillup,4.5
simplilearn ,Artificial Intelligence Beginners Guide : What is AI?,Simplilearn Instructors,artificial intelligence,https://tse3.mm.bing.net/th?id=OIP.kOK3axIocTBwVz9j29gUmAHaEo&pid=Api&P=1,"This course Artificial Intelligence Beginners Guide will cover the basics of Artificial Intelligence which includes What is Artificial Intelligence ? Relationship Between Artificial Intelligence and Machine Learning, Machine Learning Techniques etc. By the end of this Course you will have a clear understanding on Artificial Intelligence for a great career in AI/ML",https://www.simplilearn.com/free-ai-program-skillup,4.5
simplilearn ,Introduction to Data Mining Course,Simplilearn Instructors,artificial intelligence,https://tse3.mm.bing.net/th?id=OIP.kOK3axIocTBwVz9j29gUmAHaEo&pid=Api&P=3,"In this Introduction to Data Mining course, you will learn about data mining fundamentals, tools like R Studio and RapidMiner, and the fundamental techniques used by data engineering professionals. With hands-on examples discussed and live examples shared in this data mining tutorial, you will learn the ways you can identify any data mining problems with the latest tools.",https://www.simplilearn.com/free-introduction-to-data-mining-course-skillup,4.5
great learning,Artificial Intelligence Projects,great learning academy,artificial intelligence,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS23I6L7BTLUzNh7juIxSqe3ZqjtFPJqJSr6EGHrYob72kG8m4n9-ntL8_7ev4dvR8El_U&usqp=CAU,Take a free artificial intelligence projects course & get hands-on experience to handle ai problems.,mygreatlearning.com/academy/learn-for-free/courses/artificial-intelligence-projects,4.4
udemy,Artificial Intelligence A-Z™ 2023: Build an AI with ChatGPT4,"Hadelin de Ponteves, Hadelin de Ponteves, Luka Anicin, Jordan Sauchuk, Ligency Team
",artificial intelligence,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsScVQu_kmQeWeae4TOERYEH-wSVjypJm9JQ&usqp=CAU,Learn key AI concepts and intuition training to get you quickly up to speed with all things AI.,https://www.udemy.com/course/artificial-intelligence-az/,4.4
great learning,Career in Artificial Intelligence,great learning academy,artificial intelligence,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS23I6L7BTLUzNh7juIxSqe3ZqjtFPJqJSr6EGHrYob72kG8m4n9-ntL8_7ev4dvR8El_U&usqp=CAU,"This course provides really important information in terms of the career roadmap, top applications and even giving you an important comparison between Data Science, Machine Learning and Artificial Intelligence as well.",https://www.mygreatlearning.com/academy/learn-for-free/courses/career-in-artificial-intelligence,4.3
udemy,Artificial Intelligence Masterclass,"Hadelin de Ponteves, Kirill Eremenko, Ligency I Team",artificial intelligence,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsScVQu_kmQeWeae4TOERYEH-wSVjypJm9JQ&usqp=CAU,"In this course, we will teach you how to develop the most powerful Artificial intelligence model based on the most robust Hybrid Intelligent System. So far this model proves to be the best state of the art AI ever created beating its predecessors at all the AI competitions with incredibly high scores.",https://www.udemy.com/course/artificial-intelligence-masterclass/,4.2
simplilearn ,ChatGPT 101 : What is ChatGPT?,Simplilearn Instructors,artificial intelligence,https://tse3.mm.bing.net/th?id=OIP.kOK3axIocTBwVz9j29gUmAHaEo&pid=Api&P=2,"This course on ChatGPT will cover the basics of Industry trending tool ChatGPT and its real life use cases. This course covers the introductory topics: What is ChatGPT?, How ChatGPT works and some real life examples of ChatGPT and its functions where ChatGPT is designed to communicate with humans using natural language to understand human language and generate appropriate responses.",https://www.simplilearn.com/free-chatgpt-basics-course-skillup?tag=ai,4.2
coursera,Introduction to Back-End Development,Meta Staff,back end web development,https://tse1.mm.bing.net/th?id=OIP.mdYs4F8HRgulsUmRAmt20wHaDt&pid=Api&P=0,This course is a good place to start if you want to become a web developer. You will learn about the day-to-day responsibilities of a web developer and get a general understanding of the core and underlying technologies that power the internet. ,https://www.coursera.org/learn/introduction-to-back-end-development,4.8
udemy,"Node.js, Express, MongoDB & More: The Complete Bootcamp 2023",Jonas Schmedtmann,back end web development,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-uswuyTF1E6oFC2YoWcCWMyMIVKRqQqk7Aw&usqp=CAU,"This course is the perfect all-in-one package that will take you from a complete beginner to an advanced, highly-skilled Node.js developer.",https://www.udemy.com/course/nodejs-express-mongodb-bootcamp/,4.7
udemy,Backend Master Class [Golang + Postgres + Kubernetes + gRPC],TECH SCHOOL,back end web development,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-uswuyTF1E6oFC2YoWcCWMyMIVKRqQqk7Aw&usqp=CAU,"In this course, you will learn step-by-step how to design, develop and deploy a backend web service from scratch. I believe the best way to learn programming is to build a real application. Therefore, throughout the course, you will learn how to build a backend web service for a simple bank.",https://www.udemy.com/course/backend-master-class-golang-postgresql-kubernetes/,4.7
coursera,Meta Back-End Developer Professional Certificate,Meta Staff,back end web development,https://tse1.mm.bing.net/th?id=OIP.mdYs4F8HRgulsUmRAmt20wHaDt&pid=Api&P=0,Get started in the in-demand field of software development with a Professional Certificate from Meta. Learn the foundations of back-end development and gain in-demand programming skills through developing a full-stack Django app for your portfolio.,https://www.coursera.org/professional-certificates/meta-back-end-developer,4.7
udemy,Complete Backend Development 2023 Bundle - Python Roadmap,Shubham Sarda,back end web development,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-uswuyTF1E6oFC2YoWcCWMyMIVKRqQqk7Aw&usqp=CAU,"Welcome to The Complete 2023 Backend Development Bootcamp - Python Roadmap,Throughout the course, we will explore the most important technologies and concepts you need to know to become a market-ready developer.",https://www.udemy.com/course/software-developer-masterclass/,4.6
udemy,"Node, SQL, & PostgreSQL - Mastering Backend Web Development",David Joseph Katz,back end web development,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-uswuyTF1E6oFC2YoWcCWMyMIVKRqQqk7Aw&usqp=CAU,"In this project-based course, you’ll learn how to build Node, SQL, and PostgreSQL applications by building three full projects. You’ll discover some techniques widely used in the industry today. And you’ll find out how to use notable libraries like Express and Pg.",https://www.udemy.com/course/node-postgresql/,4.5
simplilearn ,Introduction to the Fundamentals of Databases,Simplilearn Instructors,back end web development,https://tse3.mm.bing.net/th?id=OIP.KR3g488jhEQ8pQUh1M-RjAHaEK&pid=Api&P=0,"The free course gives you a comprehensive understanding of the fundamentals of databases. You will learn about SQL and NoSQL, MongoDB basics and the entire Database Management System. The databases for beginners course is ideal for aspiring Database Administrators.",https://www.simplilearn.com/learn-basics-of-databases-free-course-skillup?tag=Database,4.5
simplilearn ,Introduction to PHP Basics,Simplilearn Instructors,back end web development,https://tse3.mm.bing.net/th?id=OIP.KR3g488jhEQ8pQUh1M-RjAHaEK&pid=Api&P=2,"The Introduction to PHP course will give you a comprehensive understanding of the basics of PHP as well as its advanced concepts. By the end of this course, you will have an in-depth understanding of PHP and how it can work with HTML and databases in the creation of dynamic web applications.",https://www.simplilearn.com/learn-php-basics-free-course-skillup?tag=Database,4.5
simplilearn ,Angular Basics,Simplilearn Instructors,back end web development,https://tse3.mm.bing.net/th?id=OIP.KR3g488jhEQ8pQUh1M-RjAHaEK&pid=Api&P=3,This Angular Basics course will help you develop a comprehensive understanding of front-end web development with Angular. Learn angular from scratch and gain insights on how this JavaScript front-end framework is used to create single-page web applications. Develop your awareness of different Angular concepts so that you can establish yourself as a front-end developer.,https://www.simplilearn.com/learn-angular-basics-free-course-skillup?tag=Angular,4.5
coursera,IBM Full Stack Software Developer Professional Certificate,Rav Ahuja,back end web development,https://tse1.mm.bing.net/th?id=OIP.mdYs4F8HRgulsUmRAmt20wHaDt&pid=Api&P=0,"Kickstart your career in application development. Master Cloud Native and Full Stack Development using hands-on projects involving HTML, JavaScript, Node.js, Python, Django, Containers, Microservices and more. No prior experience required.",https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,4.5
great learning,CSS Properties in Hindi,great learning academy,back end web development,https://www.studytonight.com/ezoimgfmt/s3.studytonight.com/curious/uploads/pictures/1631204081-106730.png?ezimgfmt=ng%3Awebp%2Fngcb3,"Learn about CSS Color, Background, Text and Font Through This CSS Properties in Hindi Course",https://www.mygreatlearning.com/academy/learn-for-free/courses/css-properties-in-hindi,4.5
great learning,Web Development in Hindi,Mr. Ritwik Raj,back end web development,https://www.studytonight.com/ezoimgfmt/s3.studytonight.com/curious/uploads/pictures/1631204081-106730.png?ezimgfmt=ng%3Awebp%2Fngcb3,"Learn Web Development in Hindi from basics in this free online training. The Web Development course in Hindi is taught hands-on by experts. Learn about HTML, CSS, Editor & JavaScript. Best for Beginners. Start now!",https://www.mygreatlearning.com/academy/learn-for-free/courses/web-development-in-hindi,4.5
great learning,Introduction to Web Designing,great learning academy,back end web development,https://www.studytonight.com/ezoimgfmt/s3.studytonight.com/curious/uploads/pictures/1631204081-106730.png?ezimgfmt=ng%3Awebp%2Fngcb3,"Enroll in the free Web Designing course to learn from basics. Taught by our experts on Web Design, Web development, UI/UX Experience, Web Development and more. Start today and acquire in-demand knowledge and skill!",https://www.mygreatlearning.com/academy/learn-for-free/courses/introduction-to-web-designing,4.5
udemy,"Backend Web Development - Python, Django,Databases, Git, API",Bluelime Learning Solutions,back end web development,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-uswuyTF1E6oFC2YoWcCWMyMIVKRqQqk7Aw&usqp=CAU,"What is a Back-End Developer? .The back- end of a website consists of a server, an application, and a database. A back-end developer builds and maintains the technology that powers those components which, together, enable the user-facing side of the website to even exist in the first place",https://www.udemy.com/course/backend-web-development-python-djangodatabases-git-api/,4.4
simplilearn ,Getting Started with Java Hibernate Basics,Simplilearn Instructors,back end web development,https://tse3.mm.bing.net/th?id=OIP.KR3g488jhEQ8pQUh1M-RjAHaEK&pid=Api&P=1,"Learn Java Hibernate through this free course and enhance your knowledge of this open-source, lightweight and Object Relational Mapping tool. By the end of the Java Hibernate for Beginners course, you will know how to map Java classes to database tables, conduct data queries and retrieval.",https://www.simplilearn.com/learn-java-hibernate-basics-skillup?tag=Database,4.4
simplilearn ,Basics of Web Scraping with Beautiful Soup for Beginners,Simplilearn Instructors,back end web development,https://tse3.mm.bing.net/th?id=OIP.KR3g488jhEQ8pQUh1M-RjAHaEK&pid=Api&P=4,Learn Web scraping with Beautiful Soup through this introductory course. Develop a working knowledge of how to scrape websites using the BeautifulSoup library in Python. Once you are thorough with the basics of web scraping you will explore how BeautifulSoup can be used to work with HTML code and find exactly what you need.,https://www.simplilearn.com/learn-basics-of-web-scraping-in-python-free-course-skillup?tag=HTML,4.4
great learning,Become a Web Developer,great learning academy,back end web development,https://www.studytonight.com/ezoimgfmt/s3.studytonight.com/curious/uploads/pictures/1631204081-106730.png?ezimgfmt=ng%3Awebp%2Fngcb3,"This course will help you answer different questions you may encounter, such as web development architecture, the tech stack needed to be known about, the front-end and back-end languages and their frameworks, and much more. ",https://www.mygreatlearning.com/academy/learn-for-free/courses/become-a-web-developer,4.4
great learning,Web Scraping with Python,Mr. Bharani Akella,back end web development,https://www.studytonight.com/ezoimgfmt/s3.studytonight.com/curious/uploads/pictures/1631204081-106730.png?ezimgfmt=ng%3Awebp%2Fngcb3,Learn to extract data from websites hassle-free with this Web Scraping with Python free course. Get introduced to the BeautifulSoup library and the fundamentals of Python for beginners.,https://www.mygreatlearning.com/academy/learn-for-free/courses/web-scraping-with-python,4.4
coursera,Developing Back-End Apps with Node.js and Express,Upkar Lidder,back end web development,https://tse1.mm.bing.net/th?id=OIP.mdYs4F8HRgulsUmRAmt20wHaDt&pid=Api&P=0,"In a recent Stack Overflow survey, Node.js was used by about 50% of the developers who answered the survey, making it the most used server-side technology. Express ranked as the fourth most popular web technology overall, making it the most popular server-side web framework. ",https://www.coursera.org/learn/developing-backend-apps-with-nodejs-and-express,4.3
coursera,Node.js Backend Basics with Best Practices,Mohammed Yasser,back end web development,https://tse1.mm.bing.net/th?id=OIP.mdYs4F8HRgulsUmRAmt20wHaDt&pid=Api&P=0,"This project gives you a head start with one of the most widely used libraries used for the backend, express.js. The project will provide you with the steps on how to design a node.js architecture following the separation of concerns design pattern Learning Node.js and Express.js will open the door for you to create solid and scalable backend systems that will be customized to your projects.",https://www.coursera.org/projects/nodejs-backend-basics-and-best-practices,4.2
udemy,Apache Kafka Series - Learn Apache Kafka for Beginners v3,Stephane Maarek,big data,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2vHyD-NHKr9jYWtR7Xj-WwT9KKfiPZ9o8-A&usqp=CAU,"Apache Kafka has become the leading distributed data streaming enterprise big data technology. Kafka is used in production by over 33% of the Fortune 500 companies such as Netflix, Airbnb, Uber, Walmart and LinkedIn.",https://www.udemy.com/course/apache-kafka/,4.7
coursera,Introduction to Big Data,Ilkay Altintas,big data,https://tse2.mm.bing.net/th?id=OIP.LBH4TjnYqtMHQJDlhXN1IwHaEN&pid=Api&P=0,Interested in increasing your knowledge of the Big Data landscape? This course is for those new to data science and interested in understanding why the Big Data Era has come to be. ,https://www.coursera.org/learn/big-data-introduction,4.6
coursera,"Data Engineering, Big Data, and Machine Learning on GCP Specialization",Google Cloud Training,big data,https://tse2.mm.bing.net/th?id=OIP.LBH4TjnYqtMHQJDlhXN1IwHaEN&pid=Api&P=0,This program provides the skills you need to advance your career and provides training to support your preparation for the industry-recognized Google Cloud Professional Data Engineer certification.,https://www.coursera.org/specializations/gcp-data-machine-learning,4.6
udemy,"50 Hours of Big Data, PySpark, AWS, Scala and Scraping",AI Sciences Team,big data,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2vHyD-NHKr9jYWtR7Xj-WwT9KKfiPZ9o8-A&usqp=CAU,"The course content is designed in a way which is Simple to follow and understand, expressive, exhaustiv, practical with live coding, replete with quizzes, rich with state-of-the-art and up-to-date knowledge of this field.",https://www.udemy.com/course/big-data-with-scalasparkpyspark-and-aws-a-z-50-hours/,4.6
simplilearn ,Getting Started with Hadoop,Simplilearn Instructors,big data,https://tse1.mm.bing.net/th?id=OIP.IIXqfJLb1STdQQs-WqZu6QHaFP&pid=Api&P=1,"This free course will help you in getting started with Hadoop online and understanding the world of big data. It will give you an introduction to Hadoop, the applications of big data, the significant challenges in big data, and how Hadoop solves these major challenges. You will also explore the essential tools that are part of the Hadoop ecosystem and frameworks like Hive, Pig, Sqoop, and HBase.",https://www.simplilearn.com/introduction-to-hadoop-free-course-skillup,4.6
